CustomerID,TotalAmount,AvgOrderAmount,OrderCount,FavoriteProduct,CustomerValue
12415.0,1249145.3,1744.616340782123,716,MINI PAINT SET VINTAGE ,High Value
12417.0,36491.0,190.05729166666666,192,WRAP ENGLISH ROSE ,High Value
12418.0,6685.8,196.64117647058825,34,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Middle Value
12420.0,6003.9,207.0310344827586,29,HANGING WOOD AND FELT FLOWER,Middle Value
12421.0,8070.4,179.3422222222222,45,LOVE HEART TRINKET POT,Middle Value
12422.0,8035.6,206.04102564102564,39,FRENCH LAVENDER SCENT HEART,Middle Value
12423.0,18593.1,148.7448,125,RABBIT NIGHT LIGHT,Middle Value
12424.0,17609.6,586.9866666666666,30,SET OF 3 BUTTERFLY COOKIE CUTTERS,Middle Value
12425.0,7772.0,215.88888888888889,36,ICE CREAM PEN LIP GLOSS ,Middle Value
12426.0,5827.3,194.24333333333334,30,WRAP BAD HAIR DAY,Middle Value
12427.0,8258.0,266.38709677419354,31,BOYS ALPHABET IRON ON PATCHES,Middle Value
12428.0,79564.6,270.6278911564626,294,CARD GINGHAM ROSE ,High Value
12429.0,37504.0,386.63917525773195,97,60 CAKE CASES DOLLY GIRL DESIGN,High Value
12430.0,2564.0,233.0909090909091,11,MINI JIGSAW SPACEBOY,Middle Value
12431.0,64874.5,274.8919491525424,236,RED TOADSTOOL LED NIGHT LIGHT,High Value
12432.0,50593.2,468.4555555555555,108,RAIN PONCHO RETROSPOT,High Value
12433.0,133758.7,318.47309523809525,420,SMALL FOLDING SCISSOR(POINTED EDGE),High Value
12434.0,8061.4,161.22799999999998,50,PARTY CONES CANDY ASSORTED,Middle Value
12435.0,78298.9,2174.9694444444444,36,RED  HARMONICA IN BOX ,Middle Value
12436.0,5090.1,318.13125,16,72 SWEETHEART FAIRY CAKE CASES,Middle Value
12437.0,49514.1,247.57049999999998,200,SET/6 RED SPOTTY PAPER CUPS,High Value
12438.0,29068.5,296.6173469387755,98,HOUSE SHAPE PENCIL SHARPENER,High Value
12441.0,1735.5,157.77272727272728,11,BLUE SCANDINAVIAN PAISLEY WRAP,Low Value
12442.0,1720.6,143.38333333333333,12,WRAP PAISLEY PARK ,Low Value
12444.0,50054.6,282.7943502824859,177,BLUE STRIPE CERAMIC DRAWER KNOB,High Value
12445.0,1334.0,333.5,4,3 ROSE MORRIS BOXED CANDLES,Middle Value
12446.0,10023.1,172.81206896551726,58,4 TRADITIONAL SPINNING TOPS,Middle Value
12447.0,4764.9,183.2653846153846,26,CIRCUS PARADE LUNCH BOX ,Middle Value
12448.0,4494.5,204.29545454545453,22,ASS FLORAL PRINT MULTI SCREWDRIVER,Middle Value
12449.0,40672.9,212.9471204188482,191,RETRO PLASTIC POLKA TRAY,High Value
12450.0,1978.8000000000002,247.35000000000002,8,LUNCH BAG DOILEY PATTERN ,Middle Value
12451.0,90355.2,255.24067796610169,354,PLASTERS IN TIN WOODLAND ANIMALS,High Value
12452.0,4305.7,195.71363636363637,22,ICE CREAM SUNDAE LIP GLOSS,Middle Value
12453.0,7070.9,164.4395348837209,43,BLUE POLKADOT WRAP,Middle Value
12454.0,35283.4,2352.226666666667,15,VANILLA SCENT CANDLE JEWELLED BOX,Middle Value
12455.0,24668.6,274.09555555555556,90,HEART DECORATION PAINTED ZINC ,High Value
12456.0,31810.4,254.4832,125,CHRISTMAS METAL POSTCARD WITH BELLS,High Value
12457.0,23632.3,375.115873015873,63,JUMBO BAG APPLES,High Value
12458.0,9474.0,249.31578947368422,38,DINOSAUR KEYRINGS ASSORTED,Middle Value
12461.0,8268.8,236.25142857142856,35,ASSORTED TUTTI FRUTTI BRACELET,Middle Value
12462.0,11895.9,191.86935483870968,62,CHRISTMAS PUDDING TRINKET POT ,Middle Value
12463.0,13447.8,162.02168674698794,83,DOLLY GIRL LUNCH BOX,Middle Value
12464.0,12120.5,417.94827586206895,29,BREAD BIN DINER STYLE RED ,Middle Value
12465.0,7421.9,157.9127659574468,47,POLKADOT PEN,Middle Value
12468.0,7295.4,191.9842105263158,38,MINI PAINT SET VINTAGE ,Middle Value
12471.0,198240.5,430.9576086956522,460,FUNKY DIVA PEN,High Value
12472.0,65721.1,193.8675516224189,339,GUMBALL COAT RACK,High Value
12473.0,39385.5,234.4375,168,CHRISTMAS TREE PAINTED ZINC ,High Value
12474.0,73757.9,173.9573113207547,424,WOODLAND CHARLOTTE BAG,Middle Value
12475.0,7233.8,200.9388888888889,36,POPART WOODEN PENCILS ASST,Middle Value
12476.0,68164.2,292.55021459227464,233,ASSORTED COLOUR BIRD ORNAMENT,High Value
12477.0,132197.4,440.65799999999996,300,3 HOOK HANGER MAGIC GARDEN,High Value
12478.0,6809.9,189.1638888888889,36,12 PENCILS TALL TUBE RED RETROSPOT,Middle Value
12479.0,5272.0,170.06451612903226,31,12 PENCIL SMALL TUBE WOODLAND,Middle Value
12480.0,32816.3,213.09285714285716,154,SPACEBOY LUNCH BOX ,High Value
12481.0,55963.2,257.89493087557605,217,JAM MAKING SET PRINTED,High Value
12483.0,24849.8,331.3306666666667,75,GUMBALL COAT RACK,High Value
12484.0,45417.2,131.26358381502888,346,GROW A FLYTRAP OR SUNFLOWER IN TIN,Middle Value
12488.0,12986.6,236.12,55,RED TOADSTOOL LED NIGHT LIGHT,Middle Value
12489.0,3349.3,223.2866666666667,15,TEA PARTY BIRTHDAY CARD,Middle Value
12490.0,54179.3,221.14000000000001,245,RABBIT NIGHT LIGHT,High Value
12491.0,4604.0,177.07692307692307,26,12 PENCIL SMALL TUBE WOODLAND,Middle Value
12492.0,2632.1,131.605,20,WRAP 50'S  CHRISTMAS,Middle Value
12493.0,4337.4,197.15454545454543,22,ASSORTED COLOURS SILK FAN,Middle Value
12494.0,12461.0,161.83116883116884,77,60 CAKE CASES DOLLY GIRL DESIGN,Middle Value
12497.0,10431.0,745.0714285714286,14,BLUE POLKADOT WRAP,Middle Value
12498.0,4037.0,175.52173913043478,23,LUNCH BAG CARS BLUE,Middle Value
12500.0,42578.2,698.0032786885246,61,PACK OF 6 BIRDY GIFT TAGS,High Value
12501.0,21693.9,145.596644295302,149,ASSTD DESIGN 3D PAPER STICKERS,Middle Value
12502.0,37238.7,253.32448979591834,147,FUNKY DIVA PEN,High Value
12504.0,4820.5,535.6111111111111,9,SET/10 BLUE POLKADOT PARTY CANDLES,Middle Value
12506.0,735.0,31.956521739130434,23,BAKING MOULD EASTER EGG MILK CHOC,Low Value
12507.0,13048.1,593.0954545454546,22,SET 40 HEART SHAPE PETIT FOUR CASES,Middle Value
12508.0,3982.7,57.72028985507246,69,LOVEBIRD HANGING DECORATION WHITE ,Middle Value
12509.0,1765.0,252.14285714285714,7,CHARLOTTE BAG PINK POLKADOT,Middle Value
12510.0,9825.7,297.74848484848485,33,BLACK RECORD COVER FRAME,Middle Value
12512.0,1380.3,40.59705882352941,34,WRAP ENGLISH ROSE ,Middle Value
12513.0,6122.9,174.94,35,FANCY FONTS BIRTHDAY WRAP,Middle Value
12514.0,10176.8,199.54509803921567,51,BIG DOUGHNUT FRIDGE MAGNETS,Middle Value
12515.0,3837.0,239.8125,16,PACK OF 60 MUSHROOM CAKE CASES,Middle Value
12516.0,13120.6,504.63846153846157,26,CHRISTMAS METAL TAGS ASSORTED ,Middle Value
12517.0,25028.4,88.1281690140845,284,RED RETROSPOT CUP,Middle Value
12518.0,20568.9,165.87822580645164,124,WRAP DOLLY GIRL,Middle Value
12519.0,3408.4,189.35555555555555,18,12 PENCILS SMALL TUBE RED RETROSPOT,Middle Value
12520.0,26342.6,173.30657894736842,152,"FEATHER PEN,HOT PINK",Middle Value
12521.0,5996.8,157.81052631578947,38,JUMBO BAG APPLES,Middle Value
12522.0,1927.2,160.6,12,POPART WOODEN PENCILS ASST,Low Value
12523.0,17897.7,168.84622641509435,106,WRAP  VINTAGE DOILY ,Middle Value
12524.0,44857.2,311.5083333333333,144,PACK OF 12 RED APPLE TISSUES,High Value
12526.0,13166.6,185.44507042253522,71,MAGIC DRAWING SLATE CIRCUS PARADE  ,Middle Value
12527.0,3487.1,193.72777777777776,18,60 TEATIME FAIRY CAKE CASES,Middle Value
12528.0,19334.8,210.16086956521738,92,WRAP PINK FAIRY CAKES ,Middle Value
12530.0,16622.8,251.86060606060605,66,STAR DECORATION PAINTED ZINC ,Middle Value
12531.0,1252.2,73.65882352941176,17,POCKET MIRROR WOODLAND,Low Value
12532.0,3498.3,218.64375,16,NOEL GARLAND PAINTED ZINC ,Middle Value
12534.0,10891.8,172.88571428571427,63,BLUE POLKADOT WRAP,Middle Value
12535.0,7163.5,210.69117647058823,34,CLOTHES PEGS RETROSPOT PACK 24 ,Middle Value
12536.0,126018.29999999999,482.82873563218385,261,GLAMOROUS  MUG,High Value
12538.0,3639.5,173.3095238095238,21,LIPSTICK PEN FUSCHIA,Middle Value
12539.0,55683.5,203.96886446886447,273,JAM MAKING SET PRINTED,High Value
12540.0,134002.4,280.3397489539749,478,ASSORTED COLOUR BIRD ORNAMENT,High Value
12541.0,9811.8,188.68846153846152,52,SET/20 RED RETROSPOT PAPER NAPKINS ,Middle Value
12544.0,3727.0,196.1578947368421,19,6 RIBBONS RUSTIC CHARM,Middle Value
12545.0,10003.9,200.078,50,PINK PAISLEY SQUARE TISSUE BOX ,Middle Value
12546.0,11615.0,168.33333333333334,69,HANGING WOOD AND FELT FLOWER,Middle Value
12547.0,2078.0,259.75,8,PARTY CONES CANDY ASSORTED,Middle Value
12548.0,952.0,190.4,5,SET OF 3 BUTTERFLY COOKIE CUTTERS,Middle Value
12550.0,9648.3,169.26842105263157,57,WRAP  VINTAGE DOILY ,Middle Value
12551.0,1680.0,168.0,10,JUMBO  BAG BAROQUE BLACK WHITE,Low Value
12552.0,4378.2,218.91,20,RED RETROSPOT WRAP ,Middle Value
12553.0,36922.8,193.3130890052356,191,WORLD WAR 2 GLIDERS ASSTD DESIGNS,High Value
12556.0,6037.1,49.89338842975207,121,CARD MOTORBIKE SANTA,Middle Value
12557.0,119909.6,3633.6242424242428,33,CHILDRENS CUTLERY POLKADOT PINK,Middle Value
12558.0,2699.6,245.4181818181818,11,SET OF 5 LUCKY CAT MAGNETS ,Middle Value
12559.0,5617.1,267.4809523809524,21,CHILDREN'S APRON DOLLY GIRL ,Middle Value
12560.0,21340.1,203.2390476190476,105,POLKADOT PEN,High Value
12561.0,2388.5,149.28125,16,BLUE POLKADOT WRAP,Low Value
12562.0,37817.4,225.10357142857143,168,RABBIT NIGHT LIGHT,High Value
12564.0,4569.0,217.57142857142858,21,CIRCUS PARADE LUNCH BOX ,Middle Value
12565.0,1459.2,162.13333333333333,9,ASSORTED BOTTLE TOP  MAGNETS ,Low Value
12566.0,3516.5,185.07894736842104,19,LOVE HEART TRINKET POT,Middle Value
12567.0,94012.8,210.79103139013455,446,MINI PAINT SET VINTAGE ,High Value
12569.0,41246.9,219.39840425531915,188,STRAWBERRY CERAMIC TRINKET BOX,High Value
12571.0,5196.1,152.8264705882353,34,MINI PAINT SET VINTAGE ,Middle Value
12572.0,10204.2,170.07000000000002,60,SAVE THE PLANET MUG,Middle Value
12573.0,1605.4,57.33571428571429,28,"ELEPHANT, BIRTHDAY CARD, ",Low Value
12574.0,2184.5,198.5909090909091,11,SET OF 3 BUTTERFLY COOKIE CUTTERS,Middle Value
12576.0,13158.3,149.52613636363637,88,LARGE CHINESE STYLE SCISSOR,Middle Value
12577.0,6578.0,44.74829931972789,147,DOUGHNUT LIP GLOSS ,Middle Value
12578.0,27945.1,245.13245614035085,114,MINI PAINT SET VINTAGE ,High Value
12579.0,4404.2,151.86896551724138,29,RED RETROSPOT WRAP ,Middle Value
12580.0,4157.0,173.20833333333334,24,MINI FUNKY DESIGN TAPES,Middle Value
12581.0,1977.1,131.80666666666667,15,WRAP 50'S  CHRISTMAS,Low Value
12582.0,5113.6,232.43636363636367,22,BLUE POLKADOT BEAKER ,Middle Value
12583.0,72813.8,294.7927125506073,247,MINI PAINT SET VINTAGE ,High Value
12584.0,23381.5,243.55729166666666,96,SET OF 3 CAKE TINS PANTRY DESIGN ,High Value
12585.0,20401.0,234.49425287356323,87,MULTI COLOUR SILVER T-LIGHT HOLDER,Middle Value
12586.0,1969.4,179.03636363636363,11,TEATIME ROUND PENCIL SHARPENER ,Middle Value
12587.0,1440.0,360.0,4,JUMBO BAG PEARS,Middle Value
12588.0,2149.0,214.9,10,LARGE HEART MEASURING SPOONS,Middle Value
12589.0,6466.8,184.7657142857143,35,CERAMIC STRAWBERRY CAKE MONEY BANK,Middle Value
12590.0,98642.6,1450.6264705882354,68,ASSORTED COLOURS SILK FAN,High Value
12591.0,4528.5,174.17307692307693,26,72 SWEETHEART FAIRY CAKE CASES,Middle Value
12592.0,4376.0,243.11111111111111,18,WOODLAND CHARLOTTE BAG,Middle Value
12593.0,4181.0,199.0952380952381,21,LUNCH BAG WOODLAND,Middle Value
12594.0,33382.2,282.9,118,SCOTTIE DOGS BABY BIB,High Value
12596.0,6182.7,228.98888888888888,27,SMALL CERAMIC TOP STORAGE JAR ,Middle Value
12597.0,38112.2,185.01067961165046,206,CHRISTMAS MUSICAL ZINC STAR,High Value
12598.0,30230.8,229.0212121212121,132,CHARLOTTE BAG APPLES DESIGN,High Value
12599.0,10325.8,166.54516129032257,62,SET/6 RED SPOTTY PAPER CUPS,Middle Value
12600.0,25990.4,406.1,64,RED RETROSPOT UMBRELLA,High Value
12601.0,5770.6,206.09285714285716,28,JAM MAKING SET PRINTED,Middle Value
12602.0,1531.2,127.60000000000001,12,MINI PLAYING CARDS BUFFALO BILL ,Low Value
12603.0,7392.0,2464.0,3,REGENCY CAKESTAND 3 TIER,Middle Value
12604.0,2541.8,158.8625,16,60 TEATIME FAIRY CAKE CASES,Middle Value
12607.0,15795.1,156.3871287128713,101,MINI PAINT SET VINTAGE ,Middle Value
12609.0,11268.5,187.80833333333334,60,BLUE POLKADOT BEAKER ,Middle Value
12610.0,20995.4,198.06981132075472,106,CHRISTMAS GINGHAM STAR,High Value
12611.0,11933.2,183.58769230769232,65,ICE CREAM BUBBLES,Middle Value
12612.0,7040.4,370.5473684210526,19,BROCADE RING PURSE ,Middle Value
12613.0,33443.8,218.58692810457518,153,GUMBALL COAT RACK,High Value
12614.0,3156.0,157.8,20,TOAST ITS - BEST MUM,Middle Value
12615.0,22911.9,218.20857142857145,105,WORLD WAR 2 GLIDERS ASSTD DESIGNS,High Value
12616.0,7133.0,222.90625,32,12 PENCILS TALL TUBE RED RETROSPOT,Middle Value
12617.0,3555.3,84.65,42,RED RETROSPOT SHOPPER BAG,Middle Value
12618.0,1773.1,161.1909090909091,11,BLUE POLKADOT WRAP,Low Value
12619.0,36412.4,404.58222222222224,90,SET OF 12 FAIRY CAKE BAKING CASES,High Value
12620.0,13394.1,145.5880434782609,92,RED POLKADOT BEAKER ,Middle Value
12621.0,136896.7,293.14068522483944,467,ASSORTED COLOURS SILK FAN,High Value
12622.0,1801.0,163.72727272727272,11,BALLOONS  WRITING SET ,Low Value
12623.0,3051.0,169.5,18,WRAP RED APPLES ,Middle Value
12624.0,6411.3,168.71842105263158,38,BAG 125g SWIRLY MARBLES,Middle Value
12625.0,26838.2,312.07209302325583,86,PACK 3 BOXES BIRD PANNETONE ,High Value
12626.0,66204.8,225.18639455782315,294,ROUND SNACK BOXES SET OF4 WOODLAND ,High Value
12627.0,44785.3,194.71869565217392,230,POPART WOODEN PENCILS ASST,High Value
12628.0,7864.6,191.81951219512197,41,DOUGHNUT LIP GLOSS ,Middle Value
12630.0,12708.8,198.575,64,CINAMMON SET OF 9 T-LIGHTS,Middle Value
12631.0,6405.0,206.61290322580646,31,PACK OF 72 RETROSPOT CAKE CASES,Middle Value
12633.0,21639.8,214.25544554455445,101,COLOURING PENCILS BROWN TUBE,High Value
12635.0,16891.8,167.24554455445545,101,POPART WOODEN PENCILS ASST,Middle Value
12637.0,60219.0,154.40769230769232,390,MINI PAINT SET VINTAGE ,Middle Value
12638.0,6716.9,172.22820512820513,39,HYACINTH BULB T-LIGHT CANDLES,Middle Value
12639.0,4861.0,220.95454545454547,22,SET/10 BLUE POLKADOT PARTY CANDLES,Middle Value
12640.0,11745.8,221.61886792452827,53,BOX OF 6 MINI 50'S CRACKERS,Middle Value
12641.0,1859.0,185.9,10,PACK OF 60 PINK PAISLEY CAKE CASES,Middle Value
12642.0,10132.6,215.5872340425532,47,6 RIBBONS RUSTIC CHARM,Middle Value
12643.0,33446.4,1393.6000000000001,24,MINI WOODEN HAPPY BIRTHDAY GARLAND,Middle Value
12644.0,4779.1,154.16451612903228,31,RED RETROSPOT TISSUE BOX,Middle Value
12645.0,17751.8,243.1753424657534,73,MINI PAINT SET VINTAGE ,Middle Value
12646.0,13469.7,299.3266666666667,45,SET 12 COLOURING PENCILS DOILY,Middle Value
12647.0,37228.2,305.1491803278688,122,LUNCH BOX WITH CUTLERY RETROSPOT ,High Value
12648.0,3180.5,151.45238095238096,21,BLUE POLKADOT PLATE ,Middle Value
12649.0,6235.1,201.13225806451615,31,PIECE OF CAMO STATIONERY SET,Middle Value
12650.0,3144.4,157.22,20,SET 7 BABUSHKA NESTING BOXES,Middle Value
12651.0,1140.0,126.66666666666667,9,CUTE CATS TAPE,Low Value
12652.0,9199.8,191.6625,48,60 CAKE CASES DOLLY GIRL DESIGN,Middle Value
12653.0,22098.5,513.9186046511628,43,DOILEY STORAGE TIN,Middle Value
12654.0,6019.8,158.4157894736842,38,PLASTERS IN TIN CIRCUS PARADE ,Middle Value
12656.0,40511.7,321.52142857142854,126,RED RETROSPOT PICNIC BAG,High Value
12657.0,16431.8,349.6127659574468,47,WRAP CHRISTMAS VILLAGE,Middle Value
12658.0,6860.5,190.56944444444446,36,6 RIBBONS ELEGANT CHRISTMAS ,Middle Value
12659.0,916.8,183.35999999999999,5,CHRISTMAS METAL POSTCARD WITH BELLS,Middle Value
12660.0,2451.0,188.53846153846155,13,MINI PAINT SET VINTAGE ,Middle Value
12662.0,38497.8,167.3817391304348,230,WOODLAND CHARLOTTE BAG,Middle Value
12664.0,48818.8,1319.4270270270272,37,CHILDRENS CUTLERY POLKADOT PINK,Middle Value
12665.0,630.0,210.0,3,STRAWBERRY CERAMIC TRINKET BOX,Middle Value
12667.0,6201.3,187.91818181818184,33,12 PENCILS TALL TUBE POSY,Middle Value
12668.0,38071.5,236.4689440993789,161,STRAWBERRY CERAMIC TRINKET BOX,High Value
12669.0,27440.3,271.6861386138614,101,DINOSAUR KEYRINGS ASSORTED,High Value
12670.0,29960.5,325.6576086956522,92,RABBIT NIGHT LIGHT,High Value
12672.0,2259.0,225.9,10,PINK BABY BUNTING,Middle Value
12673.0,6105.2,145.36190476190475,42,RECYCLED PENCIL WITH RABBIT ERASER,Middle Value
12674.0,19706.0,237.42168674698794,83,ICE CREAM SUNDAE LIP GLOSS,Middle Value
12676.0,13313.9,295.8644444444444,45,SET OF 9 HEART SHAPED BALLOONS,Middle Value
12678.0,176284.6,1068.3915151515153,165,RABBIT NIGHT LIGHT,High Value
12679.0,11130.2,231.8791666666667,48,STRAWBERRY CERAMIC TRINKET BOX,Middle Value
12680.0,8776.6,165.59622641509435,53,CARAVAN SQUARE TISSUE BOX,Middle Value
12681.0,137875.4,216.10564263322883,638,RED TOADSTOOL LED NIGHT LIGHT,High Value
12682.0,122882.2,234.06133333333332,525,RABBIT NIGHT LIGHT,High Value
12683.0,84765.7,246.41191860465116,344,SET OF 9 HEART SHAPED BALLOONS,High Value
12684.0,22836.3,217.48857142857142,105,MINI PAINT SET VINTAGE ,High Value
12685.0,28630.8,182.36178343949044,157,WRAP  VINTAGE DOILY ,High Value
12686.0,891.4000000000001,127.34285714285716,7,MINI JIGSAW DOLLY GIRL,Low Value
12688.0,48738.1,285.0181286549707,171,RED RETROSPOT CHARLOTTE BAG,High Value
12689.0,12476.1,173.27916666666667,72,RED TOADSTOOL LED NIGHT LIGHT,Middle Value
12690.0,3890.1,243.13125,16,RABBIT NIGHT LIGHT,Middle Value
12691.0,10358.0,323.6875,32,RED TOADSTOOL LED NIGHT LIGHT,Middle Value
12693.0,8559.1,219.46410256410257,39,JAM MAKING SET PRINTED,Middle Value
12694.0,8696.7,235.04594594594596,37,MINI PAINT SET VINTAGE ,Middle Value
12695.0,5821.0,215.59259259259258,27,EMPIRE TISSUE BOX,Middle Value
12697.0,9575.9,233.55853658536586,41,CHRISTMAS METAL POSTCARD WITH BELLS,Middle Value
12700.0,49399.9,184.32798507462687,268,10 COLOUR SPACEBOY PEN,High Value
12701.0,7977.1,150.511320754717,53,DINOSAUR KEYRINGS ASSORTED,Middle Value
12702.0,2190.0,182.5,12,HAND WARMER RED LOVE HEART,Middle Value
12703.0,2835.5,135.02380952380952,21,HAND WARMER OWL DESIGN,Middle Value
12704.0,23408.4,266.00454545454545,88,RABBIT NIGHT LIGHT,High Value
12705.0,68682.9,205.6374251497006,334,GUMBALL COAT RACK,High Value
12707.0,6034.2,182.85454545454544,33,CARD I LOVE LONDON ,Middle Value
12708.0,27129.1,172.7968152866242,157,ROUND SNACK BOXES SET OF4 WOODLAND ,Middle Value
12709.0,97365.2,468.1019230769231,208,SET/6 RED SPOTTY PAPER CUPS,High Value
12710.0,11490.2,149.22337662337662,77,MINI PAINT SET VINTAGE ,Middle Value
12712.0,43961.3,330.53609022556395,133,METAL 4 HOOK HANGER FRENCH CHATEAU,High Value
12713.0,8485.5,223.30263157894737,38,FANCY FONTS BIRTHDAY WRAP,Middle Value
12714.0,47088.6,181.8092664092664,259,POLKADOT PEN,High Value
12715.0,3538.6,168.5047619047619,21,PACK OF 12 WOODLAND TISSUES ,Middle Value
12716.0,10534.9,152.67971014492753,69,SET OF 9 BLACK SKULL BALLOONS,Middle Value
12717.0,10309.8,187.45090909090908,55,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,Middle Value
12718.0,2382.5,125.39473684210526,19,PACK OF 12 DOLLY GIRL TISSUES,Low Value
12719.0,6449.5,165.37179487179486,39,SET 12 COLOUR PENCILS DOLLY GIRL ,Middle Value
12720.0,57817.3,163.32570621468926,354,PACK OF 12 PINK POLKADOT TISSUES,Middle Value
12721.0,26561.3,164.97701863354038,161,RED RETROSPOT WRAP ,Middle Value
12722.0,9976.3,188.2320754716981,53,WHITE HANGING HEART T-LIGHT HOLDER,Middle Value
12723.0,7250.7,105.08260869565217,69,PACK OF 12 LONDON TISSUES ,Middle Value
12724.0,10314.1,194.6056603773585,53,RABBIT NIGHT LIGHT,Middle Value
12725.0,4278.0,178.25,24,SCANDINAVIAN 3 HEARTS NAPKIN RING,Middle Value
12726.0,26091.0,210.41129032258064,124,MAGIC DRAWING SLATE CIRCUS PARADE  ,High Value
12727.0,39807.0,286.38129496402877,139,PLACE SETTING WHITE HEART,High Value
